city 1; city 2; d
Freising;Vaterstetten;40
Freital;Großenhain;40
Freital;Heidenau;20
Freital;Klipphausen;14
Freital;Meißen;25
Freital;Nossen;30
Freital;Pirna;27
Freital;Radeberg;25
Freital;Radebeul;13
Freital;Weinböhla;24
Freital;Wilsdruff;10
Freudenstadt;Horb am Neckar;24
Freudenstadt;Nagold;32
Freudenstadt;Oberkirch;34
Freudenstadt;Schramberg;34
Friedberg;Fürstenfeldbruck;33
Friedberg;Gersthofen;16
Friedberg;Gröbenzell;41
Friedberg;Königsbrunn;19
Friedberg;Neusäß;14
Friedberg;Olching;40
Friedberg;Schrobenhausen;34
Friedeburg;Jever;18
Friedeburg;Mittegroßefehn;23
Friedeburg;Rastede;42
Friedeburg;Schortens;14
Friedeburg;Varel;24
Friedeburg;Westerstede;29
Friedeburg;Wiefelstede;35
Friedeburg;Wiesmoor;12
Friedeburg;Wilhelmshaven;23
Friedeburg;Wittmund;16
Friedeburg;Zetel;12
Friedland;Fuldatal;48
Friedland;Göttingen;21
Friedland;Hannoversch Münden;30
Friedland;Heilbad Heiligenstadt;22
Friedland;Hessisch Lichtenau;39
Friedland;Kassel;46
Friedland;Kaufungen;38
Friedland;Leinefelde;39
Friedland;Lohfelden;48
Friedland;Niederorschel;48
Friedland;Northeim;46
Friedland;Rosdorf;18
Friedland;Uslar;50
Friedland;Vellmar;51
Friedland;Witzenhausen;16
Friedrichroda;Gotha;18
Friedrichroda;Ilmenau;40
Friedrichroda;Kurort Steinbach-Hallenberg;29
Friedrichroda;Ohrdruf;15
Friedrichroda;Ruhla;22
Friedrichroda;Schmalkalden;24
Friedrichroda;Suhl;43
Friedrichroda;Waltershausen;7
Friedrichroda;Wasungen;35
Friedrichroda;Zella-Mehlis;37
Friedrichsdorf;Hanau;28
Friedrichsdorf;Hattersheim;30
Friedrichsdorf;Heusenstamm;32
Friedrichsdorf;Hochheim am Main;44
Friedrichsdorf;Hofheim;29
Friedrichsdorf;Hungen;33
Friedrichsdorf;Idstein;37
Friedrichsdorf;Karben;12
Friedrichsdorf;Kelkheim (Taunus);24
Friedrichsdorf;Kelsterbach;34
Friedrichsdorf;Kriftel;29
Friedrichsdorf;Kronberg;16
Friedrichsdorf;Königstein im Taunus;18
Friedrichsdorf;Langenselbold;35
Friedrichsdorf;Langgöns;33
Friedrichsdorf;Lich;38
Friedrichsdorf;Maintal;22
Friedrichsdorf;Mörfelden-Walldorf;36
Friedrichsdorf;Neu Isenburg;31
Friedrichsdorf;Neu-Anspach;15
Friedrichsdorf;Nidda;39
Friedrichsdorf;Nidderau;25
Friedrichsdorf;Niedernhausen;34
Friedrichsdorf;Obertshausen;38
Friedrichsdorf;Oberursel;9
Friedrichsdorf;Raunheim;40
Friedrichsdorf;Rodenbach;40
Friedrichsdorf;Rodgau;46
Friedrichsdorf;Rosbach vor der Höhe;7
Friedrichsdorf;Rüsselsheim;44
Friedrichsdorf;Seligenstadt;48
Friedrichsdorf;Steinbach am Taunus;13
Friedrichsdorf;Usingen;17
Friedrichsdorf;Wiesbaden;49
Friedrichshafen;Konstanz;29
Friedrichshafen;Lindau;22
Friedrichshafen;Ravensburg;19
Friedrichshafen;Tettnang;9
Friedrichshafen;Wangen im Allgäu;31
Friedrichshafen;Weingarten;26
Friedrichshafen;Überlingen;33
Friedrichsthal;Gersheim;30
Friedrichsthal;Großrosseln;29
Friedrichsthal;Heusweiler;16
Friedrichsthal;Homburg;20
Friedrichsthal;Illingen;7
Friedrichsthal;Kirkel;18
Friedrichsthal;Kleinblittersdorf;26
Friedrichsthal;Lebach;22
Friedrichsthal;Marpingen;19
Friedrichsthal;Merchweiler;6
Friedrichsthal;Nalbach;32
Friedrichsthal;Namborn;31
Friedrichsthal;Neunkirchen;7
Friedrichsthal;Nohfelden;38
Friedrichsthal;Nonnweiler;42
Friedrichsthal;Oberthal;30
Friedrichsthal;Ottweiler;11
Friedrichsthal;Püttlingen;20
Friedrichsthal;Quierschied;5
Friedrichsthal;Rehlingen-Siersburg;39
Friedrichsthal;Riegelsberg;15
Friedrichsthal;Saarbrücken;16
Friedrichsthal;Saarlouis;32
Friedrichsthal;Saarwellingen;28
Friedrichsthal;Sankt Ingbert;5
Friedrichsthal;Sankt Wendel;22
Friedrichsthal;Schiffweiler;7
Friedrichsthal;Schmelz;29
Friedrichsthal;Schwalbach;27
Friedrichsthal;Spiesen-Elversberg;3
Friedrichsthal;Sulzbach;6
Friedrichsthal;Tholey;28
Friedrichsthal;Völklingen;28
Friedrichsthal;Wadern;35
Friedrichsthal;Wadgassen;30
Friedrichsthal;Wallerfangen;36
Friedrichsthal;Weiskirchen;43
Friedrichsthal;Zweibrücken;26
Friedrichsthal;Überherrn;38
Friesoythe;Garrel;15
Friesoythe;Großenkneten;32
Friesoythe;Hatten;38
Friesoythe;Löningen;39
Friesoythe;Oldenburg;32
Friesoythe;Ostrhauderfehn;24
Friesoythe;Papenburg;36
Friesoythe;Rastede;39
Friesoythe;Rhaude;32
Friesoythe;Wardenburg;26
Friesoythe;Werlte;29
Friesoythe;Westerstede;32
Friesoythe;Wiefelstede;34
Fritzlar;Fuldatal;33
Fritzlar;Hessisch Lichtenau;42
Fritzlar;Kassel;29
Fritzlar;Kaufungen;36
Fritzlar;Korbach;42
Fritzlar;Lohfelden;30
Fritzlar;Melsungen;23
Fritzlar;Rotenburg an der Fulda;47
Fritzlar;Schwalmstadt;29
Fritzlar;Vellmar;34
Fritzlar;Wolfhagen;26
Frohburg;Glauchau;32
Frohburg;Grimma;26
Frohburg;Hohenstein-Ernstthal;40
Frohburg;Leipzig;40
Frohburg;Lichtenstein;43
Frohburg;Limbach-Oberfrohna;29
Frohburg;Markkleeberg;34
Frohburg;Meerane;32
Frohburg;Meuselwitz;22
Frohburg;Mittweida;37
Frohburg;Mülsen;50
Frohburg;Nobitz;13
Frohburg;Ronneburg;40
Frohburg;Schmölln;28
Frohburg;Zeitz;35
Fulda;Hünfeld;16
Fulda;Künzell;4
Fulda;Lauterbach;24
Fulda;Neuhof;16
Fulda;Petersberg;4
Fulda;Schlüchtern;29
Fulda;Steinau an der Straße;34
Fuldatal;Hannoversch Münden;16
Fuldatal;Hessisch Lichtenau;28
Fuldatal;Hofgeismar;21
Fuldatal;Kassel;4
Fuldatal;Kaufungen;14
Fuldatal;Lohfelden;10
Fuldatal;Melsungen;29
Fuldatal;Rosdorf;45
Fuldatal;Vellmar;5
Fuldatal;Witzenhausen;32
Fuldatal;Wolfhagen;31
Föritz;Großbreitenbach;43
Föritz;Kronach;18
Föritz;Kulmbach;39
Föritz;Lichtenfels;39
Föritz;Neuhaus am Rennweg;27
Föritz;Neustadt bei Coburg;13
Föritz;Saalfeld;49
Föritz;Sonneberg;7
Fürstenberg;Gransee;21
Fürstenberg;Löwenberg;34
Fürstenberg;Neustrelitz;21
Fürstenberg;Rheinsberg;24
Fürstenberg;Templin;32
Fürstenberg;Zehdenick;31
Fürstenfeldbruck;Garching bei München;37
Fürstenfeldbruck;Gauting;17
Fürstenfeldbruck;Germering;10
Fürstenfeldbruck;Gilching;10
Fürstenfeldbruck;Gröbenzell;12
Fürstenfeldbruck;Ismaning;40
Fürstenfeldbruck;Karlsfeld;23
Fürstenfeldbruck;Königsbrunn;35
Fürstenfeldbruck;München;30
Fürstenfeldbruck;Neufahrn bei Freising;40
Fürstenfeldbruck;Olching;6
Fürstenfeldbruck;Ottobrunn;40
Fürstenfeldbruck;Puchheim;8
Fürstenfeldbruck;Starnberg;25
Fürstenfeldbruck;Taufkirchen;37
Fürstenfeldbruck;Unterhaching;35
Fürstenfeldbruck;Unterschleißheim;30
Fürstenfeldbruck;Wolfratshausen;40
Fürstenwalde;Grünheide;22
Fürstenwalde;Hoppegarten;43
Fürstenwalde;Königs Wusterhausen;39
Fürstenwalde;Müncheberg;20
Fürstenwalde;Rehfelde;28
Fürstenwalde;Schulzendorf;45
Fürstenwalde;Seelow;34
Fürstenwalde;Strausberg;37
Fürstenwalde;Wildau;37
Fürstenwalde;Woltersdorf;31
Fürstenwalde;Zeuthen;44
Fürth;Herzogenaurach;17
Fürth;Lauf;23
Fürth;Nürnberg;7
Fürth;Oberasbach;8
Fürth;Roth;36
Fürth;Schwabach;18
Fürth;Wendelstein;20
Fürth;Zirndorf;6
Füssen;Garmisch-Partenkirchen;65
Füssen;Kempten;45
Füssen;Marktoberdorf;29
Füssen;Sonthofen;45
Gaggenau;Karlsruhe;32
Gaggenau;Oberkirch;55
Gaggenau;Pforzheim;41
Gaggenau;Rastatt;12
Gaggenau;Wörth am Rhein;41
Ganderkesee;Goldenstedt;33
Ganderkesee;Großenkneten;28
Ganderkesee;Hatten;18
Ganderkesee;Hude;11
Ganderkesee;Oldenburg;31
Ganderkesee;Osterholz-Scharmbeck;34
Ganderkesee;Oyten;38
Ganderkesee;Rastede;42
Ganderkesee;Ritterhude;30
Ganderkesee;Schwanewede;24
Ganderkesee;Stuhr;17
Ganderkesee;Syke;29
Ganderkesee;Twistringen;30
Ganderkesee;Visbek;30
Ganderkesee;Wardenburg;29
Ganderkesee;Weyhe;28
Ganderkesee;Wildeshausen;18
Garbsen;Gehrden;15
Garbsen;Großburgwedel;25
Garbsen;Hannover;11
Garbsen;Harsum;40
Garbsen;Hemmingen;16
Garbsen;Isernhagen-Süd;21
Garbsen;Laatzen;20
Garbsen;Langenhagen;14
Garbsen;Lehrte;31
Garbsen;Neustadt am Rübenberge;16
Garbsen;Nordstemmen;39
Garbsen;Pattensen;24
Garbsen;Rehburg-Loccum;32
Garbsen;Ronnenberg;17
Garbsen;Sarstedt;31
Garbsen;Seelze;4
Garbsen;Sehnde;36
Garbsen;Springe;33
Garbsen;Stadthagen;33
Garbsen;Wennigsen;19
Garbsen;Wunstorf;14
Garching bei München;Gauting;38
Garching bei München;Germering;31
Garching bei München;Gilching;37
Garching bei München;Gröbenzell;25
Garching bei München;Haar;25
Garching bei München;Ismaning;5
Garching bei München;Karlsfeld;18
Garching bei München;Moosburg;35
Garching bei München;München;14
Garching bei München;Neufahrn bei Freising;8
Garching bei München;Olching;33
Garching bei München;Ottobrunn;31
Garching bei München;Pfaffenhofen;37
Garching bei München;Poing;21
Garching bei München;Puchheim;31
Garching bei München;Taufkirchen;25
Garching bei München;Unterhaching;24
Garching bei München;Unterschleißheim;9
Garching bei München;Vaterstetten;25
Gardelegen;Haldensleben;32
Gardelegen;Klötze;23
Gardelegen;Stendal;36
Gardelegen;Tangerhütte;39
Gardelegen;Wolmirstedt;46
Garrel;Goldenstedt;40
Garrel;Großenkneten;17
Garrel;Hatten;24
Garrel;Hude;42
Garrel;Löningen;37
Garrel;Oldenburg;28
Garrel;Ostrhauderfehn;38
Garrel;Quakenbrück;35
Garrel;Rastede;47
Garrel;Vechta;37
Garrel;Visbek;29
Garrel;Wardenburg;17
Garrel;Werlte;32
Garrel;Westerstede;42
Garrel;Wiefelstede;50
Garrel;Wildeshausen;31
Gauting;Geretsried;37
Gauting;Germering;8
Gauting;Gilching;7
Gauting;Gröbenzell;19
Gauting;Haar;33
Gauting;Holzkirchen;51
Gauting;Ismaning;33
Gauting;Karlsfeld;24
Gauting;München;21
Gauting;Neufahrn bei Freising;45
Gauting;Olching;17
Gauting;Ottobrunn;30
Gauting;Poing;40
Gauting;Puchheim;10
Gauting;Starnberg;11
Gauting;Taufkirchen;27
Gauting;Unterhaching;25
Gauting;Unterschleißheim;36
Gauting;Vaterstetten;38
Gauting;Weilheim;37
Gauting;Wolfratshausen;26
Geesthacht;Glinde;21
Geesthacht;Großhansdorf;36
Geesthacht;Hamburg;31
Geesthacht;Lauenburg;17
Geesthacht;Lüneburg;28
Geesthacht;Mölln;32
Geesthacht;Oststeinbek;21
Geesthacht;Reinbek;15
Geesthacht;Schwarzenbek;12
Geesthacht;Seevetal;34
Geesthacht;Stelle;25
Geesthacht;Trittau;24
Geesthacht;Wentorf bei Hamburg;12
Geesthacht;Winsen;19
Gehrden;Großburgwedel;32
Gehrden;Hameln;36
Gehrden;Hannover;11
Gehrden;Harsum;37
Gehrden;Hemmingen;12
Gehrden;Hessisch Oldendorf;42
Gehrden;Hildesheim;36
Gehrden;Isernhagen-Süd;24
Gehrden;Laatzen;17
Gehrden;Langenhagen;20
Gehrden;Lehrte;31
Gehrden;Neustadt am Rübenberge;31
Gehrden;Nordstemmen;27
Gehrden;Pattensen;15
Gehrden;Rehburg-Loccum;41
Gehrden;Ronnenberg;4
Gehrden;Sarstedt;28
Gehrden;Seelze;13
Gehrden;Sehnde;32
Gehrden;Springe;18
Gehrden;Stadthagen;30
Gehrden;Wennigsen;7
Gehrden;Wunstorf;22
Geilenkirchen;Heinsberg;11
Geilenkirchen;Herzogenrath;13
Geilenkirchen;Hückelhoven;15
Geilenkirchen;Jülich;22
Geilenkirchen;Mönchengladbach;41
Geilenkirchen;Stolberg;29
Geilenkirchen;Wegberg;27
Geilenkirchen;Würselen;20
Geisenheim;Ginsheim-Gustavsburg;37
Geisenheim;Hochheim am Main;34
Geisenheim;Idstein;46
Geisenheim;Ingelheim;10
Geisenheim;Mainz;32
Geisenheim;Nieder-Olm;25
Geisenheim;Niedernhausen;39
Geisenheim;Oestrich-Winkel;3
Geisenheim;Raunheim;44
Geisenheim;Rüsselsheim;40
Geisenheim;Taunusstein;32
Geisenheim;Trebur;46
Geisenheim;Wiesbaden;26
Geislingen an der Steige;Giengen an der Brenz;40
Geislingen an der Steige;Göppingen;17
Geislingen an der Steige;Heidenheim;29
Geislingen an der Steige;Kirchheim unter Teck;34
Geislingen an der Steige;Langenau;30
Geislingen an der Steige;Neu-Ulm;33
Geislingen an der Steige;Schorndorf;35
Geislingen an der Steige;Schwäbisch Gmünd;28
Geislingen an der Steige;Ulm;31
Geislingen an der Steige;Wendlingen am Neckar;39
Geldern;Goch;24
Geldern;Hamminkeln;37
Geldern;Kamp-Lintfort;15
Geldern;Kempen;21
Geldern;Kevelaer;10
Geldern;Kleve;38
Geldern;Krefeld;30
Geldern;Moers;25
Geldern;Nettetal;29
Geldern;Rheinberg;23
Geldern;Tönisvorst;29
Geldern;Viersen;34
Geldern;Voerde;36
Geldern;Wesel;28
Geldern;Willich;39
Gelnhausen;Großostheim;48
Gelnhausen;Hanau;23
Gelnhausen;Heusenstamm;37
Gelnhausen;Karben;38
Gelnhausen;Langenselbold;13
Gelnhausen;Maintal;31
Gelnhausen;Nidda;34
Gelnhausen;Nidderau;30
Gelnhausen;Obertshausen;33
Gelnhausen;Rodenbach;15
Gelnhausen;Rodgau;35
Gelnhausen;Rosbach vor der Höhe;47
Gelnhausen;Schlüchtern;35
Gelnhausen;Schotten;44
Gelnhausen;Seligenstadt;34
Gelnhausen;Steinau an der Straße;29
Gelnhausen;Wächtersbach;15
Gelsenkirchen;Gevelsberg;39
Gelsenkirchen;Gladbeck;15
Gelsenkirchen;Hagen;40
Gelsenkirchen;Hattingen;18
Gelsenkirchen;Heiligenhaus;32
Gelsenkirchen;Herne;10
Gelsenkirchen;Herten;11
Gelsenkirchen;Lünen;39
Gelsenkirchen;Marl;20
Gelsenkirchen;Mettmann;45
Gelsenkirchen;Moers;38
Gelsenkirchen;Mülheim;23
Gelsenkirchen;Oberhausen;18
Gelsenkirchen;Oer-Erkenschwick;23
Gelsenkirchen;Ratingen;35
Gelsenkirchen;Recklinghausen;10
Gelsenkirchen;Rheinberg;43
Gelsenkirchen;Schwelm;43
Gelsenkirchen;Schwerte;43
Gelsenkirchen;Selm;40
Gelsenkirchen;Velbert;26
Gelsenkirchen;Voerde;38
Gelsenkirchen;Waltrop;28
Gelsenkirchen;Wetter (Ruhr);31
Gelsenkirchen;Witten;24
Gelsenkirchen;Wuppertal;45
Genthin;Möckern;40
Genthin;Premnitz;24
Genthin;Rathenow;32
Genthin;Stendal;37
Genthin;Tangerhütte;30
Genthin;Tangermünde;30
Georgsmarienhütte;Greven;40
Georgsmarienhütte;Harsewinkel;37
Georgsmarienhütte;Hasbergen;12
Georgsmarienhütte;Hilter;13
Georgsmarienhütte;Ibbenbüren;32
Georgsmarienhütte;Melle;24
Georgsmarienhütte;Osnabrück;10
Georgsmarienhütte;Wallenhorst;19
Georgsmarienhütte;Warendorf;32
Gera;Glauchau;36
Gera;Greiz;32
Gera;Hermsdorf;20
Gera;Meerane;32
Gera;Meuselwitz;32
Gera;Nobitz;36
Gera;Reichenbach/Vogtland;44
Gera;Ronneburg;8
Gera;Schmölln;21
Gera;Stadtroda;33
Gera;Weida;13
Gera;Werdau;34
Gera;Zeitz;23
Gera;Zeulenroda;33
Gera;Zwickau;41
Geretsried;Germering;42
Geretsried;Gilching;38
Geretsried;Haar;44
Geretsried;Holzkirchen;23
Geretsried;München;42
Geretsried;Ottobrunn;37
Geretsried;Penzberg;20
Geretsried;Puchheim;45
Geretsried;Starnberg;24
Geretsried;Taufkirchen;31
Geretsried;Unterhaching;34
Geretsried;Vaterstetten;47
Geretsried;Weilheim;34
Geretsried;Wolfratshausen;6
Gerlingen;Herrenberg;36
Gerlingen;Kirchheim unter Teck;41
Gerlingen;Korntal-Münchingen;6
Gerlingen;Kornwestheim;15
Gerlingen;Leinfelden-Echterdingen;18
Gerlingen;Leonberg;5
Gerlingen;Ludwigsburg;17
Gerlingen;Marbach am Neckar;24
Gerlingen;Metzingen;41
Gerlingen;Mühlacker;33
Gerlingen;Nürtingen;37
Gerlingen;Ostfildern;22
Gerlingen;Pforzheim;34
Gerlingen;Renningen;12
Gerlingen;Schorndorf;39
Gerlingen;Sindelfingen;16
Gerlingen;Stuttgart;13
Gerlingen;Tübingen;42
Gerlingen;Vaihingen an der Enz;23
Gerlingen;Waiblingen;21
Gerlingen;Weil der Stadt;19
Gerlingen;Wendlingen am Neckar;35
Gerlingen;Winnenden;32
Germering;Gilching;7
Germering;Gröbenzell;11
Germering;Haar;34
Germering;Ismaning;33
Germering;Karlsfeld;17
Germering;München;19
Germering;Neufahrn bei Freising;37
Germering;Olching;10
Germering;Ottobrunn;30
Germering;Poing;39
Germering;Puchheim;2
Germering;Starnberg;19
Germering;Taufkirchen;27
Germering;Unterhaching;25
Germering;Unterschleißheim;28
Germering;Vaterstetten;37
Germering;Wolfratshausen;38
Germersheim;Haßloch;21
Germersheim;Heidelberg;42
Germersheim;Herxheim;14
Germersheim;Hockenheim;22
Germersheim;Karlsruhe;34
Germersheim;Landau;22
Germersheim;Leimen;34
Germersheim;Limburgerhof;29
Germersheim;Ludwigshafen;36
Germersheim;Mannheim;38
Germersheim;Mutterstadt;33
Germersheim;Sandhausen;32
Germersheim;Schifferstadt;26
Germersheim;Schwetzingen;32
Germersheim;Speyer;17
Germersheim;Waghäusel;14
Germersheim;Walldorf;28
Germersheim;Wiesloch;32
Germersheim;Wörth am Rhein;22
Gernsheim;Ginsheim-Gustavsburg;34
Gernsheim;Griesheim;18
Gernsheim;Groß-Gerau;20
Gernsheim;Groß-Umstadt;41
Gernsheim;Groß-Zimmern;32
Gernsheim;Grünstadt;36
Gernsheim;Heppenheim;18
Gernsheim;Hochheim am Main;37
Gernsheim;Kelsterbach;45
Gernsheim;Lampertheim;19
Gernsheim;Lorsch;14
Gernsheim;Ludwigshafen;35
Gernsheim;Mainz;40
Gernsheim;Mannheim;38
Gernsheim;Mörfelden-Walldorf;35
Gernsheim;Mörlenbach;30
Gernsheim;Nauheim;25
Gernsheim;Nieder-Olm;33
Gernsheim;Ober-Ramstadt;25
Gernsheim;Pfungstadt;12
Gernsheim;Raunheim;38
Gernsheim;Reinheim;31
Gernsheim;Roßdorf;27
Gernsheim;Rüsselsheim;32
Gernsheim;Schriesheim;38
Gernsheim;Seeheim-Jugenheim;15
Gernsheim;Trebur;24
Gernsheim;Viernheim;34
Gernsheim;Wald-Michelbach;39
Gernsheim;Weinheim;31
Gernsheim;Weiterstadt;22
Gernsheim;Worms;21
Gerolzhofen;Kitzingen;28
Gerolzhofen;Schweinfurt;21
Gerolzhofen;Würzburg;37
Gersheim;Großrosseln;42
Gersheim;Heusweiler;41
Gersheim;Homburg;26
Gersheim;Illingen;37
Gersheim;Kirkel;21
Gersheim;Kleinblittersdorf;17
Gersheim;Merchweiler;35
Gersheim;Neunkirchen;32
Gersheim;Ottweiler;39
Gersheim;Pirmasens;38
Gersheim;Püttlingen;40
Gersheim;Quierschied;30
Gersheim;Riegelsberg;36
Gersheim;Saarbrücken;26
Gersheim;Sankt Ingbert;25
Gersheim;Schiffweiler;43
Gersheim;Schwalbach;43
Gersheim;Spiesen-Elversberg;27
Gersheim;Sulzbach;25
Gersheim;Völklingen;41
Gersheim;Wadgassen;44
Gersheim;Zweibrücken;22
Gersthofen;Königsbrunn;20
Gersthofen;Neusäß;5
Gersthofen;Schrobenhausen;42
Gerstungen;Rotenburg an der Fulda;29
Gerstungen;Ruhla;28
Gerstungen;Treffurt;41
Gerstungen;Vacha;23
Gettorf;Heikendorf;28
Gettorf;Kappeln;41
Gettorf;Kiel;15
Gettorf;Kronshagen;13
Gettorf;Kropp;39
Gettorf;Laboe;34
Gettorf;Molfsee;23
Gettorf;Nortorf;33
Gettorf;Osterrönfeld;32
Gettorf;Preetz;31
Gettorf;Rendsburg;27
Gettorf;Schleswig;37
Gettorf;Schönberg in Holstein;36
Gettorf;Schönkirchen;25
Gettorf;Süderbrarup;35
Gevelsberg;Haan;34
Gevelsberg;Hagen;13
Gevelsberg;Hattingen;18
Gevelsberg;Heiligenhaus;34
Gevelsberg;Hemer;34
Gevelsberg;Herne;34
Gevelsberg;Herten;42
Gevelsberg;Hilden;36
Gevelsberg;Iserlohn;28
Gevelsberg;Langenfeld;45
Gevelsberg;Leichlingen;40
Gevelsberg;Lüdenscheid;31
Gevelsberg;Mettmann;30
Gevelsberg;Mülheim;45
Gevelsberg;Ratingen;41
Gevelsberg;Recklinghausen;39
Gevelsberg;Remscheid;26
Gevelsberg;Schwelm;9
Gevelsberg;Schwerte;27
Gevelsberg;Solingen;32
Gevelsberg;Unna;39
Gevelsberg;Velbert;25
Gevelsberg;Waltrop;44
Gevelsberg;Wermelskirchen;28
Gevelsberg;Wetter (Ruhr);12
Gevelsberg;Witten;15
Gevelsberg;Wuppertal;12
Giengen an der Brenz;Günzburg;24
Giengen an der Brenz;Heidenheim;11
Giengen an der Brenz;Langenau;24
Giengen an der Brenz;Neu-Ulm;39
Giengen an der Brenz;Nördlingen;40
Giengen an der Brenz;Ulm;36
Gießen;Gladenbach;27
Gießen;Grünberg;23
Gießen;Herborn;35
Gießen;Hungen;23
Gießen;Kirchhain;37
Gießen;Langgöns;10
Gießen;Lich;14
Gießen;Lollar;9
Gießen;Marburg;30
Gießen;Neu-Anspach;43
Gießen;Nidda;35
Gießen;Reiskirchen;12
Gießen;Rosbach vor der Höhe;41
Gießen;Schotten;42
Gießen;Usingen;37
Gießen;Weilburg;40
Gießen;Wetzlar;15
Gifhorn;Ilsede;43
Gifhorn;Königslutter am Elm;42
Gifhorn;Lahstedt;43
Gifhorn;Lehre;25
Gifhorn;Peine;35
Gifhorn;Sassenburg;8
Gifhorn;Uetze;25
Gifhorn;Vechelde;34
Gifhorn;Wendeburg;27
Gifhorn;Wittingen;31
Gifhorn;Wolfsburg;21
Gilching;Gröbenzell;17
Gilching;Haar;40
Gilching;Ismaning;40
Gilching;Karlsfeld;23
Gilching;München;26
Gilching;Olching;12
Gilching;Ottobrunn;36
Gilching;Puchheim;9
Gilching;Starnberg;15
Gilching;Taufkirchen;34
Gilching;Unterhaching;31
Gilching;Unterschleißheim;34
Gilching;Vaterstetten;44
Gilching;Weilheim;40
Gilching;Wolfratshausen;30
Ginsheim-Gustavsburg;Griesheim;27
Ginsheim-Gustavsburg;Groß-Gerau;14
Ginsheim-Gustavsburg;Hattersheim;20
Ginsheim-Gustavsburg;Heusenstamm;42
Ginsheim-Gustavsburg;Hochheim am Main;6
Ginsheim-Gustavsburg;Hofheim;20
Ginsheim-Gustavsburg;Idstein;36
Ginsheim-Gustavsburg;Ingelheim;23
Ginsheim-Gustavsburg;Kelkheim (Taunus);28
Ginsheim-Gustavsburg;Kelsterbach;21
Ginsheim-Gustavsburg;Kriftel;21
Ginsheim-Gustavsburg;Kronberg;35
Ginsheim-Gustavsburg;Königstein im Taunus;34
Ginsheim-Gustavsburg;Mainz;6
Ginsheim-Gustavsburg;Mörfelden-Walldorf;23
Ginsheim-Gustavsburg;Nauheim;11
Ginsheim-Gustavsburg;Neu Isenburg;34
Ginsheim-Gustavsburg;Nieder-Olm;17
Ginsheim-Gustavsburg;Niedernhausen;28
Ginsheim-Gustavsburg;Ober-Ramstadt;41
Ginsheim-Gustavsburg;Oberursel;41
Ginsheim-Gustavsburg;Oestrich-Winkel;35
Ginsheim-Gustavsburg;Pfungstadt;37
Ginsheim-Gustavsburg;Raunheim;16
Ginsheim-Gustavsburg;Roßdorf;40
Ginsheim-Gustavsburg;Rüsselsheim;9
Ginsheim-Gustavsburg;Seeheim-Jugenheim;40
Ginsheim-Gustavsburg;Steinbach am Taunus;35
Ginsheim-Gustavsburg;Taunusstein;28
Ginsheim-Gustavsburg;Trebur;9
Ginsheim-Gustavsburg;Weiterstadt;26
Ginsheim-Gustavsburg;Wiesbaden;17
Gladbeck;Hamminkeln;44
Gladbeck;Hattingen;30
Gladbeck;Heiligenhaus;39
Gladbeck;Herne;22
Gladbeck;Herten;14
Gladbeck;Kamp-Lintfort;40
Gladbeck;Marl;21
Gladbeck;Moers;34
Gladbeck;Mülheim;20
Gladbeck;Oberhausen;11
Gladbeck;Oer-Erkenschwick;24
Gladbeck;Ratingen;42
Gladbeck;Recklinghausen;16
Gladbeck;Rheinberg;39
Gladbeck;Velbert;33
Gladbeck;Voerde;27
Gladbeck;Waltrop;34
Gladbeck;Wesel;36
Gladbeck;Witten;39
Gladenbach;Grünberg;40
Gladenbach;Haiger;36
Gladenbach;Herborn;27
Gladenbach;Kirchhain;32
Gladenbach;Langgöns;41
Gladenbach;Lich;41
Gladenbach;Lollar;19
Gladenbach;Marburg;17
Gladenbach;Reiskirchen;32
Gladenbach;Stadtallendorf;40
Gladenbach;Wetzlar;30
Glauchau;Greiz;40
Glauchau;Hohenstein-Ernstthal;17
Glauchau;Lichtenstein;12
Glauchau;Limbach-Oberfrohna;20
Glauchau;Meerane;7
Glauchau;Meuselwitz;36
Glauchau;Mülsen;12
Glauchau;Nobitz;20
Glauchau;Reichenbach/Vogtland;36
Glauchau;Ronneburg;29
Glauchau;Schmölln;23
Glauchau;Schneeberg;34
Glauchau;Stollberg;25
Glauchau;Weida;46
Glauchau;Werdau;23
Glauchau;Zwickau;15
Glauchau;Zwönitz;38
Glinde;Großhansdorf;21
Glinde;Halstenbek;31
Glinde;Hamburg;15
Glinde;Henstedt-Ulzburg;38
Glinde;Jork;44
Glinde;Lauenburg;38
Glinde;Lüneburg;44
Glinde;Mölln;36
Glinde;Neu Wulmstorf;35
Glinde;Norderstedt;28
Glinde;Oststeinbek;3
Glinde;Pinneberg;33
Glinde;Quickborn;36
Glinde;Reinbek;5
Glinde;Rellingen;33
Glinde;Schenefeld;29
Glinde;Schwarzenbek;22
Glinde;Seevetal;32
Glinde;Stelle;37
Glinde;Tangstedt;31
Glinde;Trittau;18
Glinde;Wedel;36
Glinde;Wentorf bei Hamburg;8
Glinde;Winsen;27
Glücksburg;Handewitt;20
Glücksburg;Harrislee;15
Glücksburg;Kappeln;39
Glücksburg;Süderbrarup;31
Glücksburg;Tarp;24
Glückstadt;Halstenbek;39
Glückstadt;Hohenlockstedt;28
Glückstadt;Horst;15
Glückstadt;Itzehoe;20
Glückstadt;Jork;52
Glückstadt;Kellinghusen;32
Glückstadt;Marne;41
Glückstadt;Pinneberg;39
Glückstadt;Quickborn;38
Glückstadt;Rellingen;38
Glückstadt;Schenefeld;43
Glückstadt;Stade;37
